time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1997-11-23T05:06:42.440Z,37.6358333,-118.9421667,4.074,3.16,md,38,58,0.01982,0.07,nc,nc537161,2016-12-27T02:51:08.110Z,"2 km ESE of Mammoth Lakes, California",earthquake,0.22,0.28,0.12,65,reviewed,nc,nc
1997-11-23T04:04:03.410Z,37.6398333,-118.9598333,4.854,3.08,md,37,64,0.00991,0.07,nc,nc537136,2016-12-27T02:44:52.520Z,"1 km SE of Mammoth Lakes, California",earthquake,0.23,0.36,0.09,63,reviewed,nc,nc
1997-11-23T03:39:25.210Z,37.6355,-118.9573333,4.369,3.07,md,37,59,0.008108,0.07,nc,nc537125,2016-12-27T02:42:23.450Z,"1 km SE of Mammoth Lakes, California",earthquake,0.23,0.33,0.09,71,reviewed,nc,nc
1997-11-23T02:19:50.400Z,37.6408333,-118.9508333,4.813,3.73,ml,39,67,0.01532,0.07,nc,nc537092,2016-12-27T02:35:41.130Z,"2 km ESE of Mammoth Lakes, California",earthquake,0.23,0.31,,1,reviewed,nc,nc
1997-11-23T02:08:29.670Z,37.6368333,-118.9263333,5.944,2.83,md,33,54,0.02162,0.05,nc,nc537086,2016-12-27T02:34:24.050Z,"4 km ESE of Mammoth Lakes, California",earthquake,0.22,0.3,0.14,45,reviewed,nc,nc
1997-11-23T01:02:51.080Z,37.637,-118.9271667,2.754,3.25,ml,37,54,0.02252,0.07,nc,nc537065,2016-12-27T02:28:46.120Z,"4 km ESE of Mammoth Lakes, California",earthquake,0.21,0.26,,0,reviewed,nc,nc
1997-11-22T23:20:25.120Z,37.6401667,-118.9518333,4.994,2.5,md,31,68,0.01441,0.07,nc,nc40045150,2016-12-27T02:17:48.690Z,"2 km ESE of Mammoth Lakes, California",earthquake,0.25,0.37,0.24,33,reviewed,nc,nc
1997-11-22T23:16:48.140Z,37.6323333,-118.9376667,3.604,2.59,md,36,58,0.02162,0.11,nc,nc30224920,2016-12-27T02:17:16.560Z,"3 km ESE of Mammoth Lakes, California",earthquake,0.24,0.28,0.17,32,reviewed,nc,nc
1997-11-22T22:40:34.070Z,37.6346667,-118.9293333,5.824,3.11,ml,36,55,0.02252,0.05,nc,nc536998,2016-12-27T02:12:28.150Z,"4 km ESE of Mammoth Lakes, California",earthquake,0.22,0.3,,0,reviewed,nc,nc
1997-11-22T21:15:46.140Z,37.6331667,-118.917,2.77,2.52,md,26,77,0.02072,0.05,nc,nc40045011,2016-12-27T02:02:56.440Z,"5 km ESE of Mammoth Lakes, California",earthquake,0.22,0.4,0.17,22,reviewed,nc,nc
1997-11-22T21:01:11.480Z,37.633,-118.9145,5.735,2.6,md,33,43,0.01171,0.04,nc,nc536953,2016-12-27T02:01:43.420Z,"5 km ESE of Mammoth Lakes, California",earthquake,0.18,0.28,0.17,44,reviewed,nc,nc
1997-11-22T19:39:32.250Z,37.6346667,-118.8878333,6.305,2.72,md,22,97,0.01441,0.04,nc,nc40044885,2016-12-27T01:51:23.220Z,"7 km ESE of Mammoth Lakes, California",earthquake,0.27,0.5,0.29,29,reviewed,nc,nc
1997-11-22T19:35:53.600Z,37.6376667,-118.9595,5.104,2.92,md,37,61,0.008108,0.06,nc,nc30152590,2016-12-27T01:50:41.530Z,"1 km SE of Mammoth Lakes, California",earthquake,0.22,0.31,0.2,36,reviewed,nc,nc
1997-11-22T19:24:21.800Z,37.6245,-118.9416667,2.58,2.7,md,8,114,0.01441,0.02,nc,nc40044863,2016-12-27T01:48:55.566Z,"3 km SE of Mammoth Lakes, California",earthquake,0.92,0.93,0.1,8,reviewed,nc,nc
1997-11-22T19:21:57.440Z,37.6401667,-118.947,5.029,2.57,md,15,65,0.02432,0.04,nc,nc40044860,2016-12-27T01:48:36.129Z,"2 km ESE of Mammoth Lakes, California",earthquake,0.25,0.72,0.12,14,reviewed,nc,nc
1997-11-22T19:02:04.580Z,37.6363333,-118.9185,4.744,3.7,ml,38,45,0.01622,0.05,nc,nc30152588,2016-12-27T01:46:10.920Z,"4 km ESE of Mammoth Lakes, California",earthquake,0.17,0.29,,1,reviewed,nc,nc
1997-11-22T18:55:56.780Z,37.6366667,-118.9456667,3.524,2.84,md,35,60,0.01712,0.07,nc,nc30152587,2016-12-27T01:45:16.080Z,"California-Nevada border region",earthquake,0.26,0.32,0.2,40,reviewed,nc,nc
1997-11-22T18:51:35.740Z,37.6423333,-118.9326667,5.54,2.55,md,10,66,0.02432,0.02,nc,nc40044821,2016-12-27T01:44:40.127Z,"3 km E of Mammoth Lakes, California",earthquake,0.49,1,0.13,9,reviewed,nc,nc
1997-11-22T18:49:30.500Z,37.64,-118.9361667,5.124,2.93,md,16,113,0.02523,0.04,nc,nc40044819,2016-12-27T01:44:26.597Z,"3 km ESE of Mammoth Lakes, California",earthquake,0.36,0.47,0.32,14,reviewed,nc,nc
1997-11-22T18:48:35.890Z,37.5811667,-118.8931667,11.801,2.5,ml,5,134,0.03243,0.01,nc,nc40044817,2016-12-27T01:44:15.998Z,"California-Nevada border region",earthquake,0.93,4.48,,1,reviewed,nc,nc
1997-11-22T18:37:09.210Z,37.6325,-118.9511667,3.609,3.32,ml,37,63,0.01171,0.07,nc,nc30154770,2016-12-27T01:42:36.360Z,"2 km SE of Mammoth Lakes, California",earthquake,0.2,0.31,,0,reviewed,nc,nc
1997-11-22T18:35:54.440Z,37.6408333,-118.926,5.334,3.17,ml,35,58,0.02162,0.04,nc,nc30154769,2016-12-27T01:42:26.050Z,"4 km ESE of Mammoth Lakes, California",earthquake,0.16,0.25,,0,reviewed,nc,nc
1997-11-22T18:35:45.540Z,37.6378333,-118.9636667,3.853,3.31,ml,23,61,0.02162,0.05,nc,nc30152584,2016-12-27T01:42:12.167Z,"1 km SSE of Mammoth Lakes, California",earthquake,0.26,0.38,,1,reviewed,nc,nc
1997-11-22T18:20:54.630Z,37.5836667,-118.9313333,-1.599,2.67,md,6,116,0.03874,0.02,nc,nc40044782,2016-12-27T01:40:19.312Z,"8 km SSE of Mammoth Lakes, California",earthquake,0.28,2.35,0.14,9,reviewed,nc,nc
1997-11-22T18:17:13.080Z,37.6356667,-118.9666667,5.702,2.5,md,9,144,0.04685,0.02,nc,nc40044775,2016-12-27T01:39:40.016Z,"1 km SSE of Mammoth Lakes, California",earthquake,0.81,1.6,0.41,11,reviewed,nc,nc
1997-11-22T18:16:07.920Z,37.64,-118.9525,5.854,2.61,md,13,151,0.02342,0.04,nc,nc40044773,2016-12-27T01:39:26.147Z,"1 km ESE of Mammoth Lakes, California",earthquake,0.33,0.72,0.34,12,reviewed,nc,nc
1997-11-22T18:10:59.460Z,37.636,-118.9486667,5.549,4.5,mw,38,65,0.01441,0.05,nc,nc30152582,2016-12-27T01:38:29.650Z,"California-Nevada border region",earthquake,0.21,0.31,,7,reviewed,nc,nc
1997-11-22T18:08:36.830Z,37.6318333,-118.9438333,4.69,2.55,md,9,123,0.03784,0.03,nc,nc40044763,2016-12-27T01:37:48.402Z,"California-Nevada border region",earthquake,0.84,1.68,0.35,8,reviewed,nc,nc
1997-11-22T18:05:56.120Z,37.6375,-118.9228333,4.994,3.02,ml,28,75,0.01982,0.05,nc,nc30165399,2016-12-27T01:37:20.130Z,"4 km ESE of Mammoth Lakes, California",earthquake,0.25,0.38,,0,reviewed,nc,nc
1997-11-22T18:05:02.160Z,37.637,-118.946,5.623,3.1,ml,37,60,0.01712,0.05,nc,nc30165398,2016-12-27T01:37:03.320Z,"2 km ESE of Mammoth Lakes, California",earthquake,0.21,0.27,,1,reviewed,nc,nc
1997-11-22T18:00:37.120Z,37.6403333,-118.9621667,8.34,3.45,ml,29,64,0.009009,0.06,nc,nc40044753,2016-12-27T01:36:03.090Z,"1 km SE of Mammoth Lakes, California",earthquake,0.29,0.46,0.104,12,reviewed,nc,nc
1997-11-22T17:48:23.770Z,37.6401667,-118.9365,4.833,2.65,md,29,63,0.02793,0.06,nc,nc40044728,2016-12-27T01:33:59.120Z,"3 km ESE of Mammoth Lakes, California",earthquake,0.25,0.4,0.4,26,reviewed,nc,nc
1997-11-22T17:45:40.740Z,37.6323333,-118.9295,5.103,2.51,md,19,130,0.02252,0.07,nc,nc40044724,2016-12-27T01:33:29.558Z,"4 km ESE of Mammoth Lakes, California",earthquake,0.31,0.51,0.25,20,reviewed,nc,nc
1997-11-22T17:44:33.610Z,37.6383333,-118.9455,5.015,2.86,md,29,82,0.01802,0.07,nc,nc30182460,2016-12-27T01:33:22.800Z,"2 km ESE of Mammoth Lakes, California",earthquake,0.24,0.36,0.219,36,reviewed,nc,nc
1997-11-22T17:42:39.260Z,37.6423333,-118.9395,5.021,2.64,md,10,131,0.03604,0.04,nc,nc40044720,2016-12-27T01:33:02.676Z,"2 km ESE of Mammoth Lakes, California",earthquake,0.74,0.43,0.2,10,reviewed,nc,nc
1997-11-22T17:41:50.240Z,37.6408333,-118.9468333,5.276,2.55,md,12,115,0.03514,0.07,nc,nc40044718,2016-12-27T01:32:53.496Z,"2 km ESE of Mammoth Lakes, California",earthquake,0.39,0.78,0.81,12,reviewed,nc,nc
1997-11-22T17:39:35.370Z,37.6333333,-118.9511667,6.305,3.19,ml,19,97,0.1018,0.08,nc,nc536906,2016-12-27T01:32:43.800Z,"2 km SE of Mammoth Lakes, California",earthquake,0.29,1.09,,0,reviewed,nc,nc
1997-11-22T17:39:30.980Z,37.6448333,-118.9541667,4.324,3.25,ml,25,120,0.01622,0.06,nc,nc40044715,2016-12-27T01:32:31.533Z,"1 km ESE of Mammoth Lakes, California",earthquake,0.32,0.4,,1,reviewed,nc,nc
1997-11-22T17:33:41.390Z,37.6413333,-118.9405,4.697,2.99,ml,7,157,0.02252,0.03,nc,nc40044708,2016-12-27T01:31:55.343Z,"2 km ESE of Mammoth Lakes, California",earthquake,1.04,1.43,,0,reviewed,nc,nc
1997-11-22T17:24:41.490Z,37.633,-118.937,5.48,2.92,ml,21,101,0.02342,0.06,nc,nc40044698,2016-12-27T01:30:19.014Z,"3 km ESE of Mammoth Lakes, California",earthquake,0.34,0.39,,0,reviewed,nc,nc
1997-11-22T17:24:03.420Z,37.599,-118.9125,2.656,3.19,ml,30,92,0.01351,0.59,nc,nc30153255,2016-12-27T01:30:09.730Z,"7 km SE of Mammoth Lakes, California",earthquake,1.09,1.67,,0,reviewed,nc,nc
1997-11-22T17:20:35.160Z,37.6365,-118.936,5.114,4.86,mw,35,57,0.02432,0.06,nc,nc536903,2016-12-27T01:29:56.940Z,"3 km ESE of Mammoth Lakes, California",earthquake,0.22,0.32,,8,reviewed,nc,nc
1997-11-22T17:13:03.040Z,37.66,-118.79,4.505,3.2,mc,0,337.8,,0.315,ci,ci9032187,2016-02-13T08:10:27.853Z,"17km E of Mammoth Lakes, California",earthquake,,,,46,reviewed,ci,ci
1997-11-22T17:12:53.750Z,37.6336667,-118.9391667,5.494,3.29,ml,28,79,0.02162,0.12,nc,nc30162712,2016-12-27T01:29:02.420Z,"3 km ESE of Mammoth Lakes, California",earthquake,0.42,0.47,,1,reviewed,nc,nc
1997-11-22T17:10:41.440Z,37.6391667,-118.9331667,4.994,3.04,ml,35,65,0.02703,0.07,nc,nc30162711,2016-12-27T01:28:51.340Z,"3 km ESE of Mammoth Lakes, California",earthquake,0.22,0.28,,0,reviewed,nc,nc
1997-11-22T16:58:08.470Z,37.6386667,-118.9363333,5.114,2.5,md,27,61,0.02432,0.05,nc,nc40044667,2016-12-27T01:27:17.340Z,"3 km ESE of Mammoth Lakes, California",earthquake,0.25,0.39,0.3,23,reviewed,nc,nc
1997-11-22T16:50:37.870Z,37.6401667,-118.9338333,5.21,2.56,md,18,94,0.02703,0.04,nc,nc40044657,2016-12-27T01:26:27.008Z,"3 km ESE of Mammoth Lakes, California",earthquake,0.34,0.54,0.27,16,reviewed,nc,nc
1997-11-22T16:09:08.680Z,37.6333333,-118.9153333,5.524,3.05,md,36,41,0.01261,0.05,nc,nc536856,2016-12-27T01:24:12.700Z,"5 km ESE of Mammoth Lakes, California",earthquake,0.23,0.3,0.16,50,reviewed,nc,nc
1997-11-22T15:58:16.600Z,37.634,-118.923,4.604,2.7,md,34,54,0.01802,0.06,nc,nc536850,2016-12-27T01:22:49.530Z,"4 km ESE of Mammoth Lakes, California",earthquake,0.22,0.3,0.2,41,reviewed,nc,nc
1997-11-22T15:50:33.370Z,37.6336667,-118.933,4.964,2.65,md,31,72,0.02523,0.04,nc,nc536846,2016-12-27T01:22:01.170Z,"3 km ESE of Mammoth Lakes, California",earthquake,0.28,0.37,0.16,37,reviewed,nc,nc
1997-11-22T15:34:48.000Z,37.6358333,-118.9288333,4.674,3,ml,36,63,0.02252,0.06,nc,nc536843,2016-12-27T01:20:42.830Z,"4 km ESE of Mammoth Lakes, California",earthquake,0.22,0.33,,0,reviewed,nc,nc
1997-11-22T15:13:24.600Z,37.209,-119.3036667,2.286,2.78,md,7,204,0.4523,0.16,nc,nc40044571,2016-12-27T01:18:31.564Z,"5 km W of Big Creek, California",earthquake,2.02,15.65,1.04,2,reviewed,nc,nc
1997-11-22T15:06:56.260Z,37.6333333,-118.9375,6.092,2.58,ml,17,83,0.02252,0.12,nc,nc40044562,2016-12-27T01:17:33.796Z,"3 km ESE of Mammoth Lakes, California",earthquake,0.4,1,,0,reviewed,nc,nc
1997-11-22T15:04:21.330Z,37.6356667,-118.9255,3.9,2.5,ml,11,114,0.02072,0.06,nc,nc40044558,2016-12-27T01:16:55.567Z,"4 km ESE of Mammoth Lakes, California",earthquake,0.36,0.89,,1,reviewed,nc,nc
1997-11-22T13:46:55.850Z,35.528,-117.48,2.144,2.64,mc,0,92.4,0.0722,0.174,ci,ci9031955,2016-02-12T14:19:49.172Z,"20km ESE of Ridgecrest, California",earthquake,,0.22,,87,reviewed,ci,ci
1997-11-22T12:59:06.810Z,37.6355,-118.91,2.685,2.61,md,35,51,0.01081,0.24,nc,nc536800,2016-12-27T01:07:16.820Z,"5 km ESE of Mammoth Lakes, California",earthquake,0.44,0.51,0.22,44,reviewed,nc,nc
1997-11-22T12:30:08.080Z,37.6421667,-118.9263333,1.674,2.97,md,21,216,0.3342,0.1,nc,nc536791,2016-12-27T01:05:06.738Z,"4 km E of Mammoth Lakes, California",earthquake,1.01,6.66,0.05,21,reviewed,nc,nc
1997-11-22T12:26:41.610Z,37.636,-118.9193333,4.894,3.28,ml,35,47,0.01622,0.08,nc,nc536790,2016-12-27T01:04:56.310Z,"4 km ESE of Mammoth Lakes, California",earthquake,0.21,0.32,,0,reviewed,nc,nc
1997-11-22T12:20:25.500Z,37.6293333,-118.9181667,4.259,3.05,ml,11,98,0.03784,0.03,nc,nc40044405,2016-12-27T01:04:19.140Z,"5 km ESE of Mammoth Lakes, California",earthquake,0.55,0.58,,0,reviewed,nc,nc
1997-11-22T12:19:58.230Z,37.6333333,-118.915,5.274,3.03,ml,27,42,0.01171,0.16,nc,nc30153249,2016-12-27T01:04:15.345Z,"5 km ESE of Mammoth Lakes, California",earthquake,0.39,0.63,,1,reviewed,nc,nc
1997-11-22T12:06:55.980Z,37.6353333,-118.9178333,6.004,4.54,mw,36,44,0.01532,0.05,nc,nc536789,2016-12-27T01:03:31.050Z,"California-Nevada border region",earthquake,0.23,0.3,,7,reviewed,nc,nc
1997-11-22T07:13:55.860Z,37.6476667,-118.876,4.102,2.74,md,32,87,0.02432,0.06,nc,nc40044346,2016-12-27T00:59:22.340Z,"8 km E of Mammoth Lakes, California",earthquake,0.27,0.36,0.16,32,reviewed,nc,nc
1997-11-22T03:21:14.140Z,37.634,-118.919,5.634,2.81,md,29,47,0.01532,0.05,nc,nc40044265,2016-12-27T00:53:38.560Z,"4 km ESE of Mammoth Lakes, California",earthquake,0.26,0.36,0.14,29,reviewed,nc,nc
1997-11-22T03:00:03.860Z,38.8818333,-123.2181667,2.302,2.52,md,28,75,0.1135,0.04,nc,nc40044263,2016-12-27T00:53:23.604Z,"13 km SW of Hopland, California",earthquake,0.16,1.41,0.12,28,reviewed,nc,nc
1997-11-22T02:22:46.070Z,38.8906667,-123.2193333,0.305,3.5,md,45,74,0.05405,0.07,nc,nc40044254,2016-12-27T00:52:38.440Z,"12 km SW of Hopland, California",earthquake,0.16,1.1,0.14,64,reviewed,nc,nc
1997-11-22T01:33:18.720Z,38.8866667,-123.2165,0.451,3.8,mw,44,74,0.05676,0.08,nc,nc40044248,2016-12-27T00:52:08.020Z,"12 km SW of Hopland, California",earthquake,0.17,1.27,,2,reviewed,nc,nc
1997-11-21T21:18:27.200Z,44.501,-114.848,5,3.9,ml,,,,0.74,us,usp0008b3g,2014-11-07T01:03:56.496Z,"32 km NNE of Stanley, Idaho",earthquake,,,,,reviewed,us,but
1997-11-21T02:06:49.270Z,37.6473333,-118.8813333,3.982,2.77,md,27,91,0.02072,0.06,nc,nc536441,2016-12-27T00:39:03.560Z,"8 km E of Mammoth Lakes, California",earthquake,0.26,0.34,0.1,27,reviewed,nc,nc
1997-11-20T21:38:49.970Z,37.0906667,-121.3961667,1.96,2.51,md,4,144,0.1,0,nc,nc40044059,2016-12-27T00:36:39.514Z,"17 km ENE of Gilroy, California",earthquake,0.43,1.88,0.06,3,reviewed,nc,nc
1997-11-20T18:32:34.510Z,32.138,-116.452,5.597,2.53,mc,0,299.8,0.5717,0.088,ci,ci9031783,2016-02-12T11:41:36.373Z,"34km NNE of Ensenada, B.C., MX",earthquake,,,,12,reviewed,ci,ci
1997-11-19T23:51:00.480Z,37.6173333,-118.9698333,5.023,2.87,md,35,84,0.01081,0.05,nc,nc536187,2016-12-27T00:25:44.970Z,"3 km S of Mammoth Lakes, California",earthquake,0.31,0.26,0.14,32,reviewed,nc,nc
1997-11-19T21:05:17.950Z,37.6198333,-122.0168333,4.351,3.23,ml,91,39,0.02613,0.12,nc,nc536175,2016-12-27T00:24:43.110Z,"2 km N of Union City, California",earthquake,0.12,0.26,,1,reviewed,nc,nc
1997-11-19T17:21:19.940Z,37.6403333,-118.9375,5.154,2.92,md,33,66,0.02432,0.04,nc,nc536130,2016-12-27T00:21:41.480Z,"3 km ESE of Mammoth Lakes, California",earthquake,0.18,0.28,0.26,69,reviewed,nc,nc
1997-11-19T13:03:58.140Z,37.6433333,-118.941,4.62,2.57,md,32,70,0.02342,0.05,nc,nc536066,2016-12-27T00:17:16.150Z,"2 km ESE of Mammoth Lakes, California",earthquake,0.25,0.31,0.15,28,reviewed,nc,nc
1997-11-19T06:50:03.620Z,31.881,-115.806,5.62,2.61,mc,0,255.4,0.7691,0.304,ci,ci9031667,2016-02-12T16:53:04.809Z,"71km WSW of Alberto Oviedo Mota, B.C., MX",earthquake,,,,15,reviewed,ci,ci
1997-11-18T21:54:47.500Z,44.6496667,-109.9343333,11.13,2.51,ml,7,258,0.1843,0.07,uu,uu50150395,2018-08-28T16:07:32.010Z,"39 km S of Silver Gate, Montana",earthquake,1.84,0.87,,2,reviewed,uu,uu
1997-11-18T19:25:52.240Z,40.163,-111.2003333,6.09,2.66,ml,15,154,0.2528,0.11,uu,uu50150385,2018-08-28T16:07:30.670Z,"Utah",earthquake,0.54,0.59,,4,reviewed,uu,uu
1997-11-18T19:22:56.450Z,37.6443333,-118.9405,4.55,3.23,md,30,72,0.02432,0.08,nc,nc535883,2016-12-27T00:06:36.910Z,"2 km E of Mammoth Lakes, California",earthquake,0.28,0.35,0.1,26,reviewed,nc,nc
1997-11-18T13:48:00.640Z,32.175,-115.376,5.972,3.09,mc,0,233.5,0.5581,0.388,ci,ci9031620,2016-02-13T05:35:28.292Z,"20km WSW of Alberto Oviedo Mota, B.C., MX",earthquake,,,,62,reviewed,ci,ci
1997-11-18T10:23:21.390Z,36.5998333,-121.0488333,7.651,2.61,md,60,43,0.02342,0.2,nc,nc30151779,2016-12-26T23:52:25.670Z,"31 km NE of Soledad, California",earthquake,0.31,0.57,0.11,59,reviewed,nc,nc
1997-11-18T09:55:10.530Z,46.137,-120.461,15.071,3.3,md,43,37,0.1653,0.33,uw,uw10428908,2016-07-23T17:52:15.210Z,"19 km NW of Bickleton, Washington",earthquake,0.566,0.84,0.08,10,reviewed,uw,uw
1997-11-18T09:51:02.390Z,46.1445,-120.4823333,14.681,2.5,md,38,75,0.1535,0.4,uw,uw10428778,2016-07-23T17:52:14.300Z,"21 km NW of Bickleton, Washington",earthquake,0.85,1.12,0.05,9,reviewed,uw,uw
1997-11-18T07:22:57.580Z,37.6318333,-118.875,5.812,2.53,md,32,75,0.02252,0.04,nc,nc535671,2016-12-26T23:42:15.780Z,"8 km ESE of Mammoth Lakes, California",earthquake,0.25,0.35,0.21,33,reviewed,nc,nc
1997-11-18T05:44:48.250Z,38.6546667,-119.5465,2.635,2.64,md,18,222,0.6676,0.03,nc,nc30151723,2016-12-26T23:37:29.716Z,"4 km S of Topaz Lake, Nevada",earthquake,0.75,1.89,0.11,21,reviewed,nc,nc
1997-11-18T03:53:19.730Z,37.6423333,-118.9368333,4.304,2.68,md,18,68,0.02523,0.05,nc,nc40043197,2016-12-26T23:32:05.696Z,"3 km ESE of Mammoth Lakes, California",earthquake,0.31,0.55,0.27,16,reviewed,nc,nc
1997-11-18T03:09:27.710Z,37.8088333,-120.4395,4.42,2.72,md,18,195,0.9757,0.33,nc,nc40043166,2016-12-26T23:29:17.518Z,"6 km S of Chinese Camp, California",earthquake,10.69,23.25,0.09,12,reviewed,nc,nc
1997-11-18T01:56:06.040Z,37.6433333,-118.9385,5.024,3.29,ml,36,70,0.02252,0.06,nc,nc30151681,2016-12-26T23:24:16.680Z,"3 km E of Mammoth Lakes, California",earthquake,0.23,0.32,,0,reviewed,nc,nc
1997-11-18T01:53:06.310Z,46.1431667,-120.4708333,14.871,3.9,md,42,36,,0.3,uw,uw10428508,2016-07-23T17:52:09.680Z,"20 km NW of Bickleton, Washington",earthquake,0.638,0.96,0.04,15,reviewed,uw,uw
1997-11-18T01:42:35.630Z,37.6436667,-118.9376667,4.431,2.5,md,14,115,0.02793,0.04,nc,nc40043083,2016-12-26T23:23:15.077Z,"3 km E of Mammoth Lakes, California",earthquake,0.4,0.63,0.08,12,reviewed,nc,nc
1997-11-18T01:33:34.880Z,37.6418333,-118.9411667,5.134,2.73,md,35,68,0.02252,0.06,nc,nc535556,2016-12-26T23:22:29.310Z,"2 km ESE of Mammoth Lakes, California",earthquake,0.19,0.26,0.19,51,reviewed,nc,nc
1997-11-17T15:22:08.410Z,38.04,-119.139,9.862,3.25,md,60,175,0.2063,0.1,nc,nc535377,2016-12-26T23:08:06.360Z,"0 km E of Mono City, California",earthquake,0.31,1.39,0.1,71,reviewed,nc,nc
1997-11-17T13:25:30.230Z,37.6366667,-118.9408333,4.364,2.94,md,34,72,0.02072,0.06,nc,nc535339,2018-07-12T13:26:05.242Z,"3 km ESE of Mammoth Lakes, California",earthquake,0.25,0.37,0.14,36,reviewed,nc,nc
1997-11-17T12:32:48.550Z,37.6385,-118.9408333,4.784,2.59,md,32,68,0.02162,0.05,nc,nc535319,2016-12-26T22:59:16.040Z,"2 km ESE of Mammoth Lakes, California",earthquake,0.23,0.28,0.33,31,reviewed,nc,nc
1997-11-17T06:25:18.670Z,35.66,-118.272,10.776,2.93,ml,0,57.7,0.04292,0.155,ci,ci9031448,2016-02-12T22:00:06.720Z,"17km SE of Kernville, California",earthquake,,0.352,,100,reviewed,ci,ci
1997-11-16T18:12:19.570Z,37.6543333,-118.87,1.446,3.02,md,34,91,0.02883,0.07,nc,nc535115,2016-12-26T22:44:58.270Z,"9 km E of Mammoth Lakes, California",earthquake,0.25,0.43,0.15,75,reviewed,nc,nc
1997-11-16T17:25:57.660Z,38.8333333,-122.8783333,2.822,2.9,md,49,29,0.04144,0.07,nc,nc535092,2016-12-26T22:42:40.900Z,"12 km ENE of Cloverdale, California",earthquake,0.12,0.44,0.13,56,reviewed,nc,nc
1997-11-16T14:57:54.600Z,37.6538333,-118.8671667,1.726,2.51,md,33,90,0.02973,0.06,nc,nc535057,2016-12-26T22:38:42.440Z,"9 km E of Mammoth Lakes, California",earthquake,0.24,0.39,0.17,41,reviewed,nc,nc
1997-11-16T14:57:25.930Z,31.735,-116.012,5.842,2.78,mc,0,313.2,0.9128,0.281,ci,ci9031408,2016-02-12T04:22:40.837Z,"52km E of Maneadero, B.C., MX",earthquake,,,,24,reviewed,ci,ci
1997-11-16T12:13:14.050Z,37.6455,-118.8848333,2.692,2.6,md,33,89,0.01892,0.07,nc,nc535035,2016-12-26T22:36:55.430Z,"7 km E of Mammoth Lakes, California",earthquake,0.25,0.33,0.2,45,reviewed,nc,nc
1997-11-16T09:42:29.500Z,38.255,-116.68,5,2.9,md,,,,0.61,us,usp0008as4,2014-11-07T01:03:54.701Z,"52 km ENE of Tonopah, Nevada",earthquake,,,,,reviewed,us,ren
1997-11-16T03:28:53.470Z,36.818,-121.5383333,5.88,2.73,md,62,36,0.03243,0.06,nc,nc534956,2016-12-26T22:32:31.480Z,"3 km S of San Juan Bautista, California",earthquake,0.13,0.22,0.13,70,reviewed,nc,nc
1997-11-16T00:34:43.580Z,37.254,-117.843,4.208,2.66,mc,0,232.7,,0.209,ci,ci9031367,2016-02-13T03:08:24.391Z,"41km ENE of Big Pine, California",earthquake,,,,20,reviewed,ci,ci
1997-11-16T00:00:49.150Z,36.8176667,-121.5456667,6.71,3.37,ml,81,33,0.03063,0.12,nc,nc534926,2016-12-26T22:30:46.380Z,"3 km SSW of San Juan Bautista, California",earthquake,0.17,0.31,,1,reviewed,nc,nc
1997-11-15T23:35:34.730Z,37.1741667,-121.3711667,8.696,2.94,md,4,172,0.1306,0.32,nc,nc40042452,2016-12-26T22:30:17.329Z,"23 km ENE of San Martin, California",earthquake,3.28,9.7,,1,reviewed,nc,nc
1997-11-15T17:20:39.610Z,37.6401667,-118.9903333,4.453,3.3,ml,38,79,0.02072,0.07,nc,nc30152060,2016-12-26T22:25:58.440Z,"1 km WSW of Mammoth Lakes, California",earthquake,0.23,0.32,,0,reviewed,nc,nc
1997-11-15T12:56:03.370Z,37.6498333,-118.857,1.776,2.86,md,34,81,0.02072,0.07,nc,nc534717,2016-12-26T22:23:15.440Z,"10 km E of Mammoth Lakes, California",earthquake,0.23,0.37,0.15,58,reviewed,nc,nc
1997-11-15T11:28:04.650Z,37.287,-117.908,4.208,2.71,mc,0,231.4,,0.199,ci,ci9031323,2016-02-13T08:10:00.585Z,"36km ENE of Big Pine, California",earthquake,,,,26,reviewed,ci,ci
1997-11-15T10:43:55.160Z,37.258,-117.93,4.208,2.75,mc,0,241.3,,0.202,ci,ci9031321,2016-02-12T14:19:32.546Z,"34km ENE of Big Pine, California",earthquake,,,,24,reviewed,ci,ci
1997-11-15T06:42:30.220Z,37.216,-117.95,4.306,3.54,ml,0,223.9,,0.216,ci,ci9031318,2016-02-12T06:45:27.089Z,"31km E of Big Pine, California",earthquake,,,,98,reviewed,ci,ci
1997-11-15T06:00:20.970Z,37.233,-117.881,4.306,4.68,ml,0,197.1,,0.303,ci,ci9031307,2016-02-13T10:38:25.669Z,"37km ENE of Big Pine, California",earthquake,,,,100,reviewed,ci,ci
1997-11-14T23:37:07.310Z,39.526,-120.3603333,-1.001,3.48,md,92,150,0.5748,0.18,nc,nc30151022,2016-12-26T22:15:09.860Z,"7 km S of Sierraville, California",earthquake,0.31,0.61,0.11,139,reviewed,nc,nc
1997-11-14T22:14:11.520Z,46.9475,-121.9281667,7.355,2.7,md,49,44,0.03172,0.18,uw,uw10426608,2016-07-23T17:51:46.810Z,"17 km SSE of Carbonado, Washington",earthquake,0.304,0.3,0.05,11,reviewed,uw,uw
