time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1983-05-19T03:02:05.760Z,36.1528333,-120.2281667,9.588,2.65,md,35,54,0.05766,0.11,nc,nc1094879,2016-12-11T05:48:42.470Z,"11 km E of Coalinga, California",earthquake,0.19,0.37,0.11,32,reviewed,nc,nc
1983-05-19T01:33:36.190Z,36.1073333,-120.1945,10.278,2.5,md,27,64,0.08288,0.12,nc,nc1094876,2016-12-11T05:48:25.820Z,"12 km NNW of Avenal, California",earthquake,0.28,0.54,0.2,36,reviewed,nc,nc
1983-05-18T20:39:32.280Z,36.2553333,-120.3546667,7.072,3.49,md,33,69,0.01171,0.14,nc,nc1094865,2016-12-11T05:47:35.590Z,"12 km N of Coalinga, California",earthquake,0.23,0.24,0.14,60,reviewed,nc,nc
1983-05-18T18:06:52.930Z,36.2471667,-120.3285,8.13,2.62,md,38,41,0.01171,0.08,nc,nc1094858,2016-12-11T05:47:00.610Z,"12 km NNE of Coalinga, California",earthquake,0.17,0.19,0.15,36,reviewed,nc,nc
1983-05-18T11:12:13.150Z,32.2363333,-117.6306667,5.819,2.66,mh,6,261,0.6954,0.36,ci,ci1107980,2016-04-02T03:55:16.711Z,"57km W of Rosarito, B.C., MX",earthquake,2.12,31.61,0.171,11,reviewed,ci,ci
1983-05-18T05:59:08.700Z,31.687,-116.0613333,5.094,2.57,mc,10,306,0.9612,0.27,ci,ci1107968,2016-02-02T22:38:00.430Z,"48km E of Maneadero, B.C., MX",earthquake,1.95,31.61,,6,reviewed,ci,ci
1983-05-18T03:18:51.720Z,36.2051667,-120.2578333,7.814,2.65,md,39,50,0.08198,0.11,nc,nc1094812,2016-12-11T05:43:40.870Z,"11 km NE of Coalinga, California",earthquake,0.17,0.39,0.12,38,reviewed,nc,nc
1983-05-18T02:46:49.270Z,36.1878333,-120.2508333,8.765,3.41,md,12,64,0.02523,0.18,nc,nc1094809,2016-12-11T05:43:24.019Z,"11 km ENE of Coalinga, California",earthquake,0.54,0.7,0.14,8,reviewed,nc,nc
1983-05-18T02:22:27.280Z,36.1686667,-120.2906667,8.168,3.04,md,34,65,0.01892,0.11,nc,nc1094807,2016-12-11T05:43:15.400Z,"7 km ENE of Coalinga, California",earthquake,0.24,0.34,0.17,49,reviewed,nc,nc
1983-05-18T02:06:56.600Z,34.9006667,-121.2221667,4.972,3.03,md,21,296,0.5099,0.17,nc,nc1094806,2016-12-11T05:43:06.332Z,"Near the coast of Central California",earthquake,5.95,3.51,0.14,22,reviewed,nc,nc
1983-05-18T01:10:52.600Z,40.2451667,-124.9601667,4.732,3.8,ml,11,295,1.88,2.79,nc,nc1094803,2016-12-11T05:42:54.533Z,"69 km WSW of Ferndale, California",earthquake,99,31.61,,0,reviewed,nc,nc
1983-05-18T00:50:01.850Z,40.2386667,-124.8438333,4.732,4.4,ml,11,294,1.794,3.62,nc,nc1094802,2016-12-11T05:42:50.946Z,"61 km SW of Ferndale, California",earthquake,99,31.61,,0,reviewed,nc,nc
1983-05-17T23:51:08.350Z,36.4618333,-121.0436667,8.863,2.88,md,51,65,0.04234,0.11,nc,nc1094798,2016-12-11T05:42:33.790Z,"23 km NE of Greenfield, California",earthquake,0.22,0.38,0.13,49,reviewed,nc,nc
1983-05-17T22:22:13.100Z,36.2266667,-120.3651667,7.96,3.55,md,57,38,0.02793,0.08,nc,nc1094790,2016-12-11T05:41:52.750Z,"9 km N of Coalinga, California",earthquake,0.14,0.21,0.12,56,reviewed,nc,nc
1983-05-17T21:55:58.900Z,35,-114.5,-0.629,3.09,mc,0,337.1,0.9631,1.838,ci,ci1107939,2016-02-02T22:00:02.350Z,"11km NE of Mohave Valley, AZ",earthquake,,,,17,reviewed,ci,ci
1983-05-17T20:46:03.630Z,40.0806667,-121.6038333,1.242,2.58,md,6,168,0.2396,0.02,nc,nc1094777,2016-12-11T05:40:59.112Z,"4 km W of Butte Meadows, California",earthquake,1.29,0.94,0.17,16,reviewed,nc,nc
1983-05-17T18:13:06.690Z,36.2056667,-120.2795,8.882,2.91,md,36,56,0.01351,0.11,nc,nc1094765,2016-12-11T05:40:10.150Z,"10 km NE of Coalinga, California",earthquake,0.21,0.14,0.15,43,reviewed,nc,nc
1983-05-17T16:23:04.790Z,36.2131667,-120.2796667,11.47,2.64,md,36,92,0.007207,0.13,nc,nc1094756,2016-12-11T05:39:31.180Z,"10 km NE of Coalinga, California",earthquake,0.34,0.45,0.16,36,reviewed,nc,nc
1983-05-17T14:40:32.300Z,36.6861667,-121.2791667,4.852,2.58,md,41,42,0.01982,0.09,nc,nc1094749,2016-12-11T05:39:01.140Z,"12 km SSE of Tres Pinos, California",earthquake,0.19,0.51,0.12,38,reviewed,nc,nc
1983-05-17T14:39:45.830Z,40.8246667,-123.8828333,20.45,2.66,md,6,104,0.1261,0.13,nc,nc1094748,2016-12-11T05:38:54.406Z,"10 km SE of Blue Lake, California",earthquake,0.73,1.37,0.31,8,reviewed,nc,nc
1983-05-17T14:02:44.430Z,36.1583333,-120.2105,8.654,2.61,md,32,91,0.08468,0.09,nc,nc1094743,2016-12-11T05:38:30.810Z,"10 km WSW of Huron, California",earthquake,0.21,0.42,0.15,42,reviewed,nc,nc
1983-05-17T11:40:52.250Z,36.1851667,-120.3091667,9.11,2.68,md,39,84,0.03874,0.09,nc,nc1094729,2016-12-11T05:37:27.110Z,"6 km NE of Coalinga, California",earthquake,0.23,0.36,0.14,45,reviewed,nc,nc
1983-05-17T07:42:11.390Z,36.2616667,-120.3721667,9.32,3.13,md,45,36,0.01532,0.08,nc,nc1094709,2016-12-11T05:35:52.320Z,"13 km N of Coalinga, California",earthquake,0.19,0.22,0.17,59,reviewed,nc,nc
1983-05-17T03:17:25.940Z,31.7131667,-116.068,5.094,2.71,mh,13,304,0.9349,0.5,ci,ci1107873,2016-02-02T18:51:29.660Z,"47km E of Maneadero, B.C., MX",earthquake,2.59,31.61,0.122,5,reviewed,ci,ci
1983-05-17T02:34:02.800Z,36.2106667,-120.2786667,11.093,2.79,md,37,132,0.009009,0.11,nc,nc1094687,2016-12-11T05:34:15.940Z,"10 km NE of Coalinga, California",earthquake,0.24,0.29,0.17,46,reviewed,nc,nc
1983-05-16T23:33:29.600Z,38.75,-87.96,20.2,2.6,md,,,,,nm,nm601954,2016-04-14T15:46:44.600Z,"3 km NNE of Claremont, Illinois",earthquake,,,,,reviewed,nm,nm
1983-05-16T19:45:38.600Z,36.0913333,-120.2038333,7.016,2.81,md,30,112,0.08198,0.08,nc,nc1094665,2016-12-11T05:32:38.970Z,"11 km NW of Avenal, California",earthquake,0.26,0.5,0.12,36,reviewed,nc,nc
1983-05-16T19:09:37.620Z,36.1721667,-120.2975,9.191,3.37,md,43,52,0.04054,0.14,nc,nc1094660,2016-12-11T05:32:16.350Z,"6 km ENE of Coalinga, California",earthquake,0.23,0.37,0.12,45,reviewed,nc,nc
1983-05-16T18:40:16.070Z,36.1798333,-120.3011667,10.592,3.21,md,39,59,0.01532,0.14,nc,nc1094659,2016-12-11T05:32:06.270Z,"6 km NE of Coalinga, California",earthquake,0.3,0.17,0.13,42,reviewed,nc,nc
1983-05-16T18:26:59.950Z,36.1766667,-120.2405,10.226,3.23,md,21,143,0.03874,0.15,nc,nc1094657,2016-12-11T05:31:54.286Z,"11 km ENE of Coalinga, California",earthquake,0.53,0.2,0.17,37,reviewed,nc,nc
1983-05-16T16:13:25.800Z,36.2248333,-120.371,6.66,2.52,md,17,71,0.02703,0.08,nc,nc1094651,2016-12-11T05:31:31.677Z,"9 km N of Coalinga, California",earthquake,0.32,0.48,0.09,16,reviewed,nc,nc
1983-05-16T14:52:33.700Z,36.155,-120.2768333,9.436,3.06,md,42,65,0.02793,0.12,nc,nc1094644,2016-12-11T05:31:04.410Z,"7 km ENE of Coalinga, California",earthquake,0.24,0.18,0.15,37,reviewed,nc,nc
1983-05-16T14:21:48.330Z,36.1596667,-120.2763333,10.959,3.93,md,56,88,0.02072,0.09,nc,nc1094642,2016-12-11T05:30:49.930Z,"7 km ENE of Coalinga, California",earthquake,0.15,0.19,0.07,26,reviewed,nc,nc
1983-05-16T14:03:03.800Z,38.48,-92.36,5,3,md,,,,,nm,nm601953,2016-04-14T15:46:38.520Z,"7 km S of Lohman, Missouri",earthquake,,,,,reviewed,nm,nm
1983-05-16T12:41:31.860Z,36.1105,-120.2108333,7.453,2.69,md,34,85,0.0955,0.11,nc,nc1094633,2016-12-11T05:30:11.680Z,"13 km ESE of Coalinga, California",earthquake,0.24,0.6,0.09,38,reviewed,nc,nc
1983-05-16T12:17:42.890Z,36.117,-120.2133333,9.198,3.37,md,50,58,0.07748,0.11,nc,nc1094631,2016-12-11T05:30:00.200Z,"13 km E of Coalinga, California",earthquake,0.19,0.39,0.12,27,reviewed,nc,nc
1983-05-16T11:47:45.540Z,46.8231667,-119.3648333,1.823,2.6,md,29,83,,0.25,uw,uw10163728,2016-07-24T23:02:31.800Z,"14 km W of Othello, Washington",earthquake,0.481,0.71,0.04,9,reviewed,uw,uw
1983-05-16T04:26:33.190Z,36.2111667,-120.3015,8.466,2.72,md,46,53,0.009009,0.13,nc,nc1094615,2016-12-11T05:28:51.800Z,"9 km NNE of Coalinga, California",earthquake,0.19,0.16,0.16,43,reviewed,nc,nc
1983-05-16T02:01:57.000Z,47.7,-69.93,10,4.1,mblg,,,,,us,usp0001vda,2014-11-07T00:33:10.687Z,"16 km SSW of Saint-Siméon, Canada",earthquake,,,,,reviewed,ott,wes
1983-05-16T01:31:37.650Z,36.1403333,-120.2543333,12.269,3.78,md,56,47,0.03153,0.1,nc,nc1094601,2016-12-11T05:27:51.630Z,"9 km E of Coalinga, California",earthquake,0.14,0.23,0.12,44,reviewed,nc,nc
1983-05-15T23:12:42.420Z,36.1831667,-120.3043333,10.175,3.04,md,42,58,0.01802,0.14,nc,nc1094598,2016-12-11T05:27:36.500Z,"Central California",earthquake,0.2,0.24,0.15,48,reviewed,nc,nc
1983-05-15T20:26:30.900Z,36.182,-120.2706667,9.859,2.71,md,25,103,0.02973,0.1,nc,nc1094590,2016-12-11T05:27:01.296Z,"9 km ENE of Coalinga, California",earthquake,0.32,0.25,0.2,24,reviewed,nc,nc
1983-05-15T15:49:11.890Z,40.7541667,-124.4068333,25.439,2.78,md,19,226,0.1595,0.06,nc,nc1094574,2016-12-11T05:25:56.698Z,"16 km WNW of Indianola, California",earthquake,0.66,0.86,0.14,14,reviewed,nc,nc
1983-05-15T14:58:01.090Z,31.655,-116.0468333,5.094,3.14,mc,16,298,0.9936,0.41,ci,ci1107778,2016-02-02T23:56:40.570Z,"50km E of Maneadero, B.C., MX",earthquake,2.64,31.61,,21,reviewed,ci,ci
1983-05-15T12:56:05.900Z,34.7931667,-121.3236667,-0.113,2.96,md,7,251,0.6441,0.18,nc,nc1094562,2016-12-11T05:25:07.920Z,"69 km SW of Avila Beach, California",earthquake,2.65,10.74,0.12,8,reviewed,nc,nc
1983-05-15T12:47:30.260Z,34.753,-121.3003333,5.34,3.4,ml,38,242,0.5865,0.37,nc,nc1094560,2021-05-13T21:55:55.245Z,"70 km SW of Avila Beach, California",earthquake,2.71,2.22,,0,reviewed,nc,nc
1983-05-15T06:39:27.120Z,39.74,-120.9755,27.847,2.89,md,7,212,0.4243,0.08,nc,nc1094536,2016-12-11T05:23:02.319Z,"2 km N of Little Grass Valley, California",earthquake,2.49,5.32,0.1,9,reviewed,nc,nc
1983-05-15T05:41:27.620Z,34.0361667,-116.9535,9.51,2.73,ml,28,35,,0.25,ci,ci1107762,2016-02-02T18:51:28.510Z,"8km E of Yucaipa, CA",earthquake,0.33,0.76,0.16,4,reviewed,ci,ci
1983-05-15T05:16:21.600Z,38.77,-89.57,8.5,4.3,md,,,,,nm,nm601952,2021-10-18T20:25:09.218Z,"2 km ESE of Pierron, Illinois",earthquake,,,,,reviewed,nm,nm
1983-05-15T03:17:09.280Z,36.1678333,-120.293,8.794,2.71,md,35,60,0.01712,0.12,nc,nc1094530,2016-12-11T05:22:38.170Z,"6 km ENE of Coalinga, California",earthquake,0.26,0.34,0.15,41,reviewed,nc,nc
1983-05-15T02:47:40.020Z,36.2651667,-120.3203333,4.41,2.7,md,21,82,0.02432,0.1,nc,nc1094527,2016-12-11T05:22:21.661Z,"14 km NNE of Coalinga, California",earthquake,0.22,0.24,0.4,17,reviewed,nc,nc
1983-05-15T01:04:21.600Z,36.1395,-120.2053333,10.098,2.84,md,34,64,0.07748,0.22,nc,nc1094518,2016-12-11T05:21:46.540Z,"11 km SW of Huron, California",earthquake,0.36,0.73,0.17,32,reviewed,nc,nc
1983-05-15T00:34:29.990Z,36.1076667,-120.2088333,7.708,3.01,md,25,65,0.08559,0.13,nc,nc1094517,2016-12-11T05:21:38.710Z,"13 km NNW of Avenal, California",earthquake,0.28,0.68,0.3,25,reviewed,nc,nc
1983-05-14T17:48:43.500Z,36.2591667,-120.4126667,6.817,2.83,md,42,53,0.02523,0.13,nc,nc1094498,2016-12-11T05:20:21.490Z,"14 km NNW of Coalinga, California",earthquake,0.22,0.32,0.18,50,reviewed,nc,nc
1983-05-14T17:15:35.550Z,36.1661667,-120.2835,9.447,3.46,md,39,53,0.01982,0.1,nc,nc1094494,2016-12-11T05:20:02.610Z,"7 km ENE of Coalinga, California",earthquake,0.15,0.2,0.14,5,reviewed,nc,nc
1983-05-14T17:15:16.980Z,36.1856667,-120.2951667,11.834,3.74,md,50,43,0.02252,0.08,nc,nc1094493,2016-12-11T05:19:54.670Z,"7 km NE of Coalinga, California",earthquake,0.14,0.13,0.14,37,reviewed,nc,nc
1983-05-14T17:07:21.770Z,36.1685,-120.2843333,9.557,2.93,md,43,63,0.02072,0.08,nc,nc1094491,2016-12-11T05:19:40.160Z,"7 km ENE of Coalinga, California",earthquake,0.17,0.26,0.18,56,reviewed,nc,nc
1983-05-14T13:59:19.640Z,36.1005,-120.2376667,4.238,2.68,md,36,134,0.07117,0.18,nc,nc1094485,2016-12-11T05:19:01.700Z,"11 km ESE of Coalinga, California",earthquake,0.31,0.92,0.12,36,reviewed,nc,nc
1983-05-14T09:34:38.880Z,39.7525,-120.1323333,16.757,2.72,md,13,248,0.2532,0.12,nc,nc1094466,2016-12-11T05:17:33.869Z,"6 km S of Chilcoot-Vinton, California",earthquake,0.6,0.55,0.31,14,reviewed,nc,nc
1983-05-14T05:54:45.710Z,36.1101667,-120.202,6.438,2.78,md,43,81,0.08919,0.17,nc,nc1094444,2016-12-11T05:15:49.600Z,"13 km NNW of Avenal, California",earthquake,0.27,0.65,0.13,53,reviewed,nc,nc
1983-05-14T05:02:03.110Z,36.2735,-120.3098333,11.3,3.98,md,65,47,0.03604,0.09,nc,nc1094438,2016-12-11T05:15:23.150Z,"15 km NNE of Coalinga, California",earthquake,0.12,0.15,0.08,35,reviewed,nc,nc
1983-05-14T03:37:32.250Z,36.3113333,-120.3788333,10.102,2.66,md,37,49,0.02613,0.17,nc,nc1094431,2016-12-11T05:14:52.700Z,"19 km N of Coalinga, California",earthquake,0.3,0.34,0.2,42,reviewed,nc,nc
1983-05-14T03:08:48.740Z,36.266,-120.423,4.646,2.98,md,34,60,0.03514,0.22,nc,nc1094428,2016-12-11T05:14:37.790Z,"15 km NNW of Coalinga, California",earthquake,0.29,0.53,0.18,48,reviewed,nc,nc
1983-05-14T02:20:48.830Z,36.2265,-120.2983333,7.543,2.64,md,10,79,0.01982,0.19,nc,nc1094426,2016-12-11T05:14:25.735Z,"11 km NNE of Coalinga, California",earthquake,0.41,0.51,0.05,7,reviewed,nc,nc
1983-05-14T01:57:27.170Z,36.196,-120.3098333,9.537,2.54,md,41,114,0.03063,0.1,nc,nc1094424,2016-12-11T05:14:16.950Z,"7 km NE of Coalinga, California",earthquake,0.19,0.23,0.16,47,reviewed,nc,nc
1983-05-13T23:40:57.000Z,47,-66.6,5,4.1,mblg,,,,,us,usp0001vah,2014-11-07T00:33:10.272Z,"83 km W of Miramichi, Canada",earthquake,,,,,reviewed,ott,ott
1983-05-13T20:29:36.900Z,40.3541667,-124.22,32.206,2.92,md,18,191,0.0991,0.06,nc,nc1094407,2016-12-11T05:13:02.520Z,"17 km SW of Scotia, California",earthquake,0.58,0.66,0.28,16,reviewed,nc,nc
1983-05-13T18:59:06.330Z,36.2073333,-120.2981667,7.334,2.78,md,14,101,0.01622,0.08,nc,nc1094400,2016-12-11T05:12:19.043Z,"9 km NE of Coalinga, California",earthquake,0.35,0.26,0.25,21,reviewed,nc,nc
1983-05-13T18:32:32.050Z,36.2803333,-120.3993333,8.422,2.52,md,9,144,0.03243,0.08,nc,nc1094397,2016-12-11T05:12:07.601Z,"16 km NNW of Coalinga, California",earthquake,0.48,0.38,0.28,8,reviewed,nc,nc
1983-05-13T17:26:02.000Z,47,-66.6,5,3.7,mblg,,,,,us,usp0001vab,2014-11-07T00:33:10.239Z,"83 km W of Miramichi, Canada",earthquake,,,,,reviewed,ott,wes
1983-05-13T16:28:18.400Z,36.2668333,-120.3136667,4.937,2.78,md,30,59,0.02973,0.11,nc,nc1094387,2016-12-11T05:11:25.360Z,"14 km NNE of Coalinga, California",earthquake,0.2,0.21,0.19,38,reviewed,nc,nc
1983-05-13T15:45:00.290Z,36.2143333,-120.256,7.9,2.54,md,41,86,0.02342,0.19,nc,nc1094380,2016-12-11T05:10:52.040Z,"12 km NE of Coalinga, California",earthquake,0.26,0.38,0.17,39,reviewed,nc,nc
1983-05-13T15:01:12.050Z,36.1118333,-120.2073333,12.059,3.75,md,19,223,0.03694,0.15,nc,nc1094378,2016-12-11T05:10:40.990Z,"13 km SW of Huron, California",earthquake,0.56,0.22,0.07,29,reviewed,nc,nc
1983-05-13T14:40:03.550Z,36.142,-120.2446667,10.691,3.46,md,39,72,0.04505,0.08,nc,nc1094374,2016-12-11T05:10:10.810Z,"10 km E of Coalinga, California",earthquake,0.21,0.36,0.14,55,reviewed,nc,nc
1983-05-13T14:26:56.090Z,36.1201667,-120.2386667,8.227,2.64,md,31,112,0.05856,0.12,nc,nc1094371,2016-12-11T05:09:54.920Z,"11 km E of Coalinga, California",earthquake,0.29,0.6,0.12,31,reviewed,nc,nc
1983-05-13T14:22:15.910Z,36.1223333,-120.2148333,12.198,3.43,md,55,67,0.07477,0.09,nc,nc1094370,2016-12-11T05:09:47.220Z,"13 km E of Coalinga, California",earthquake,0.18,0.33,0.16,60,reviewed,nc,nc
1983-05-13T14:17:04.950Z,36.1201667,-120.2063333,10.148,2.81,md,43,82,0.08108,0.13,nc,nc1094369,2016-12-11T05:09:38.800Z,"13 km SW of Huron, California",earthquake,0.26,0.43,0.17,57,reviewed,nc,nc
1983-05-13T13:56:45.550Z,36.2435,-120.2563333,6.53,2.99,md,37,59,0.03333,0.11,nc,nc1094366,2016-12-11T05:09:22.870Z,"14 km WNW of Huron, California",earthquake,0.19,0.28,0.17,56,reviewed,nc,nc
1983-05-13T13:34:35.740Z,36.317,-120.291,6.786,2.69,md,35,77,0.06667,0.1,nc,nc1094361,2016-12-11T05:08:58.130Z,"20 km S of Cantua Creek, California",earthquake,0.18,0.26,0.15,46,reviewed,nc,nc
1983-05-13T08:06:39.310Z,36.2053333,-120.3098333,9.144,2.58,md,47,56,0.02432,0.12,nc,nc1094342,2016-12-11T05:07:32.980Z,"8 km NNE of Coalinga, California",earthquake,0.18,0.28,0.15,49,reviewed,nc,nc
1983-05-13T06:44:05.940Z,36.163,-120.281,8.096,2.61,md,42,67,0.01892,0.17,nc,nc1094335,2016-12-11T05:06:52.490Z,"7 km ENE of Coalinga, California",earthquake,0.24,0.36,0.13,43,reviewed,nc,nc
1983-05-12T22:33:56.640Z,36.2868333,-120.3915,8.075,2.93,md,50,36,0.03694,0.12,nc,nc1094308,2016-12-11T05:04:51.760Z,"16 km N of Coalinga, California",earthquake,0.15,0.26,0.14,53,reviewed,nc,nc
1983-05-12T21:30:54.110Z,36.2101667,-120.286,6.059,2.7,md,45,44,0.008108,0.12,nc,nc1094303,2016-12-11T05:04:29.150Z,"10 km NE of Coalinga, California",earthquake,0.17,0.15,0.18,42,reviewed,nc,nc
1983-05-12T19:56:06.940Z,36.3208333,-120.2933333,7.641,3.15,md,46,120,0.02973,0.16,nc,nc1094297,2016-12-11T05:04:01.150Z,"20 km S of Cantua Creek, California",earthquake,0.35,0.24,0.14,36,reviewed,nc,nc
1983-05-12T14:34:25.190Z,36.2673333,-120.3943333,9.881,3.1,md,53,43,0.01892,0.11,nc,nc1094271,2016-12-11T05:02:06.210Z,"14 km NNW of Coalinga, California",earthquake,0.21,0.29,0.18,55,reviewed,nc,nc
1983-05-12T13:58:35.050Z,36.1615,-120.2693333,10.038,2.64,md,35,68,0.02613,0.09,nc,nc1094268,2016-12-11T05:01:48.280Z,"8 km ENE of Coalinga, California",earthquake,0.21,0.31,0.15,26,reviewed,nc,nc
1983-05-12T13:41:06.800Z,36.1656667,-120.2703333,11.665,3.83,md,59,66,0.02703,0.09,nc,nc1094261,2018-06-04T20:43:45.000Z,"8 km ENE of Coalinga, California",earthquake,0.16,0.22,0.04,9,reviewed,nc,nc
1983-05-12T12:18:01.930Z,40.3065,-124.6416667,21.099,2.69,md,23,244,0.2874,0.11,nc,nc1094254,2016-12-11T05:00:46.512Z,"43 km SW of Ferndale, California",earthquake,0.69,0.94,0.09,9,reviewed,nc,nc
1983-05-12T08:53:32.780Z,36.152,-120.2531667,10.661,2.83,md,41,73,0.03694,0.1,nc,nc1094239,2016-12-11T04:59:35.920Z,"9 km E of Coalinga, California",earthquake,0.22,0.38,0.18,54,reviewed,nc,nc
1983-05-12T07:23:59.720Z,36.1818333,-120.2996667,9.248,2.58,md,37,59,0.03063,0.12,nc,nc1094231,2016-12-11T04:59:01.970Z,"7 km NE of Coalinga, California",earthquake,0.27,0.35,0.18,52,reviewed,nc,nc
1983-05-12T06:42:07.840Z,36.2556667,-120.3455,8.495,3.18,md,52,36,0.006306,0.13,nc,nc1094228,2016-12-11T04:58:41.290Z,"12 km N of Coalinga, California",earthquake,0.18,0.22,0.15,55,reviewed,nc,nc
1983-05-12T06:30:34.000Z,34.2526667,-117.6216667,3.438,2.89,ml,37,69,,0.26,ci,ci1107469,2016-02-03T00:06:52.380Z,"11km W of Lytle Creek, CA",earthquake,0.43,0.78,0.091,6,reviewed,ci,ci
1983-05-12T05:01:22.920Z,36.2643333,-120.3658333,8.51,2.61,md,32,60,0.02072,0.09,nc,nc1094220,2016-12-11T04:57:56.080Z,"13 km N of Coalinga, California",earthquake,0.2,0.26,0.1,22,reviewed,nc,nc
1983-05-12T04:25:45.850Z,36.3116667,-120.3685,10.671,2.81,md,43,38,0.02432,0.11,nc,nc1094214,2016-12-11T04:57:27.680Z,"19 km N of Coalinga, California",earthquake,0.2,0.29,0.19,57,reviewed,nc,nc
1983-05-12T04:08:16.680Z,36.2778333,-120.4118333,7.751,3.01,md,57,38,0.03604,0.12,nc,nc1094211,2016-12-11T04:57:12.950Z,"16 km NNW of Coalinga, California",earthquake,0.16,0.3,0.15,51,reviewed,nc,nc
1983-05-12T02:23:53.730Z,33.1455,-115.6341667,12.813,2.76,ml,43,49,0.076,0.26,ci,ci1107457,2016-02-03T02:51:24.490Z,"11km W of Calipatria, CA",earthquake,0.42,0.91,0.136,7,reviewed,ci,ci
1983-05-12T01:57:22.950Z,36.1233333,-120.2476667,10.625,3.13,md,47,49,0.05045,0.18,nc,nc1094200,2016-12-11T04:56:18.060Z,"10 km E of Coalinga, California",earthquake,0.31,0.5,0.14,58,reviewed,nc,nc
1983-05-12T01:54:39.500Z,36.1761667,-120.2553333,9.136,2.66,md,36,78,0.04324,0.12,nc,nc1094199,2016-12-11T04:56:09.870Z,"10 km ENE of Coalinga, California",earthquake,0.23,0.36,0.14,40,reviewed,nc,nc
1983-05-11T23:48:05.220Z,36.2003333,-120.3345,6.227,2.58,md,31,164,0.1387,0.16,nc,nc1094187,2016-12-11T04:55:18.316Z,"7 km NNE of Coalinga, California",earthquake,0.54,0.54,0.1,24,reviewed,nc,nc
1983-05-11T23:47:54.660Z,36.1938333,-120.3278333,6.295,2.74,md,21,148,0.05676,0.12,nc,nc1094186,2016-12-11T04:55:14.442Z,"6 km NNE of Coalinga, California",earthquake,0.39,0.46,0.22,7,reviewed,nc,nc
1983-05-11T23:35:51.880Z,36.19,-120.3296667,9.264,3.21,md,51,30,0.02523,0.15,nc,nc1094184,2016-12-11T04:55:05.280Z,"6 km NNE of Coalinga, California",earthquake,0.22,0.2,0.17,56,reviewed,nc,nc
1983-05-11T23:05:55.020Z,36.2275,-120.2801667,7.936,2.96,md,53,68,0.00991,0.11,nc,nc1094179,2016-12-11T04:54:42.820Z,"12 km NE of Coalinga, California",earthquake,0.14,0.19,0.13,38,reviewed,nc,nc
1983-05-11T22:44:35.170Z,36.1951667,-120.36,12.379,2.58,md,42,43,0.05586,0.1,nc,nc1094176,2016-12-11T04:54:27.720Z,"6 km N of Coalinga, California",earthquake,0.21,0.39,0.2,42,reviewed,nc,nc
1983-05-11T22:19:45.680Z,36.085,-120.2055,9.346,2.55,md,38,76,0.08108,0.13,nc,nc1094170,2016-12-11T04:53:59.590Z,"11 km NW of Avenal, California",earthquake,0.23,0.49,0.19,34,reviewed,nc,nc
1983-05-11T20:49:24.450Z,36.2793333,-120.3381667,9.27,3.66,md,48,45,0.02883,0.1,nc,nc1094161,2016-12-11T04:53:23.220Z,"15 km N of Coalinga, California",earthquake,0.26,0.25,0.18,28,reviewed,nc,nc
1983-05-11T20:20:27.570Z,45.6188333,-122.833,-0.859,2.6,md,24,228,,0.19,uw,uw10160603,2016-07-24T23:02:17.170Z,"7 km NNE of Bethany, Oregon",earthquake,0.17,0.16,0.08,5,reviewed,uw,uw
1983-05-11T16:25:15.390Z,36.2286667,-120.2531667,6.656,2.55,md,24,136,0.02703,0.18,nc,nc1094134,2016-12-11T04:51:32.224Z,"13 km NE of Coalinga, California",earthquake,0.41,0.4,0.19,24,reviewed,nc,nc
1983-05-11T15:26:47.590Z,36.2018333,-120.2865,10.025,2.93,md,41,50,0.01712,0.14,nc,nc1094125,2016-12-11T04:50:54.680Z,"9 km NE of Coalinga, California",earthquake,0.23,0.16,0.17,26,reviewed,nc,nc
1983-05-11T14:01:08.870Z,36.2975,-120.4216667,8.377,2.59,md,29,70,0.05676,0.09,nc,nc1094120,2016-12-11T04:50:32.804Z,"18 km NNW of Coalinga, California",earthquake,0.21,0.39,0.22,24,reviewed,nc,nc
1983-05-11T08:23:52.030Z,36.1491667,-120.2466667,11.748,2.55,md,37,65,0.04234,0.23,nc,nc1094078,2016-12-11T04:47:42.190Z,"10 km E of Coalinga, California",earthquake,0.38,0.61,0.12,27,reviewed,nc,nc
1983-05-11T08:14:47.270Z,36.1521667,-120.2581667,12.399,3.78,md,62,47,0.03333,0.15,nc,nc1094077,2016-12-11T04:47:34.800Z,"9 km E of Coalinga, California",earthquake,0.16,0.23,0.19,34,reviewed,nc,nc
1983-05-11T07:16:49.120Z,36.194,-120.3118333,10.686,2.63,md,38,49,0.03333,0.08,nc,nc1094066,2016-12-11T04:46:44.350Z,"7 km NE of Coalinga, California",earthquake,0.21,0.28,0.14,52,reviewed,nc,nc
1983-05-11T06:48:05.070Z,40.3538333,-124.6811667,23.052,3.4,ml,40,243,0.2892,0.08,nc,nc1094064,2016-12-11T04:46:33.735Z,"43 km SW of Ferndale, California",earthquake,1.04,1.78,,0,reviewed,nc,nc
1983-05-11T03:32:02.550Z,33.1515,-115.6401667,12.683,2.7,mh,42,34,0.0777,0.27,ci,ci1107353,2016-02-02T23:56:28.260Z,"12km WNW of Calipatria, CA",earthquake,0.42,0.97,,0,reviewed,ci,ci
